payment_date,payment_amt,agency_name,award_description,fain,recipient_justification,agency_lead_justification,org_name,generated_unique_award_id
05/07/2025,31576448.83,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,2025 TANF,2501MITANF,These are reimbursement of cash expenses under Family Independence Program on FFR Line 6a&mdash;Basic Assistance and TANF transfers to SSBG on eligible programs and services to children or their families on FFR line 3 from 5/1/2025 to 5/7/2025.&nbsp; These are expenses incurred in accordance with award terms and conditions under subaccount TANF25.,The expenses described are consistent with those that are reasonable for accomplishing the statutory purposes of TANF.,"HEALTH & HUMAN SERVICES, MICHIGAN DEPARTMENT OF",ASST_NON_2501MITANF_7590
05/01/2025,30232651.55,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CCDD-2024,2401MNCCDD,"&quot;Child Care and Development Block Grant Child care services for low- income families where the parents are working or attending training or  educational programs. This grant helps fund the Minnesota Family Investment Program (MFIP) and  Basic Sliding Fee Child Care Assistance Programs that help low-income families pay for child care  so that parents may pursue employment or education leading to employment. (CCDF): Provides funds to States to increase the availability, affordability, and quality of child care. Also funded are Child Care Development Grants that promote services to improve school readiness, and the quality and availability of child care in Minnesota.&quot;",Expenditures appear consistent with grant purposes as described by the grantee.  ,MN ST DEPARTMENT OF HUMAN SERVICES,ASST_NON_2401MNCCDD_7590
04/23/2025,29971148,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,FOSTER-2025,2501CAFOST,Payment of various invoices received for foster care controlled by CDSS. Payment due date 04/24/2025,he expenses appear consistent with the purpose of the title IV-E foster care.  Additional supporting documentation of the expenditures are coordinated by the submission of the CB-496 form.,"SOCIAL SERVICES, CALIFORNIA DEPARTMENT OF",ASST_NON_2501CAFOST_7590
05/07/2025,28595006.01,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,LIHEAP-2025,2501MILIEA,"Payment is reimbursement for May 1-6, 2025 payroll, benefits for LIHEAP staff, crisis and SER payments. These expenditures were incurred in accordance with the award terms and conditions for LIEA25",The expenses described are consistent with the purpose of the LIHEAP program. The expenses as described are generally reasonable for this program.,"HEALTH & HUMAN SERVICES, MICHIGAN DEPARTMENT OF",ASST_NON_2501MILIEA_7590
04/16/2025,26754004.41,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,2024 TANF,2401MITANF,Reimbursement of monthly &amp; weekly expenses approved in grant budget,The expenses described are consistent with those that are reasonable for accomplishing the statutory purposes of TANF.,"HEALTH & HUMAN SERVICES, MICHIGAN DEPARTMENT OF",ASST_NON_2401MITANF_7590
04/14/2025,24067357,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,FOSTER-2025,2501ILFOST,"This federally funded program helps thousands of foster families across Illinois provide a temporary haven for children who have been placed in the Illinois Department of Children and Family Services (DCFS) care by local courts.  The state strives to reunite these children with their birth families and nearly half of all foster children are reunited with their families within 12 months.   When reunification is not possible, as determined by the courts, many foster families choose to adopt the children they have cared for.  These funds are used for personnel costs, travel, kid&rsquo;s clothing, foster care subsidy payments, and other related costs to support the foster care parents and children in DCFS care.",The expenses appear consistent with the purpose of the title IV-E foster care.  Additional supporting documentation of the expenditures are coordinated by the submission of the CB-496 form.,IL ST DEPARTMENT OF CHILDREN & FAMILY SERVICES,ASST_NON_2501ILFOST_7590
04/17/2025,23970595.73,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CCDF-2025,2501PACCDF,Reimbursement of paid grant expenditures.,The expenses described are generally reasonable and consistent with the purpose of the Head Start Grant program. ,PA ST DEPARTMENT OF PUBLIC WELFARE,ASST_NON_2501PACCDF_7590
05/08/2025,23926166,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,2025 TANF,2501MATANF,“FY25 reimbursement for TANF expenditures related to reconciliation/close out draw for allowable expenditures for the entire year and including  Education and Training directly associated with Line 9B on Form ACF-196R.”,The expenses described are consistent with those that are reasonable for accomplishing the statutory purposes of TANF.,DEPARTMENT OF TRANSITIONAL ASSISTAN,ASST_NON_2501MATANF_7590
04/23/2025,22773964.35,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,2025 TANF,2501FLTANF,"PWD25 - Transfer from TANF to Child Care Development Fund (CCDF) - reimbursement for child care school readiness activities

PTA25 
We are requesting payment of $15,857,587.35 for the period of 4/14/25 – 4/18/25 for the following activities.
Line 9a –Subsidized Employment -$43,057.83 – reimbursement for payment to employers or third parties to help cover the costs of employee wages, benefits, supervision, or training.
Line 9b-Education and Training - $6,288,372.47- reimbursement for education and training activities.
Line 9c-Additional Work Activities - $197,426.76 – reimbursement for job search assistance and job readiness activities.
Line 10-Work Supports - $2,766.32 – reimbursement for assistance to individuals to help obtain or maintain employment.
Line 11a-Chid Care - $4,180,653.54 – reimbursement of child care expenditures for families that need child care to work or participate in work activities and for school readiness financial assistance to eligible low-income families for early education and care.
Line 15-Non-Recurrent Short Term Benefits - $3,615.55 – reimbursement for assisting families with emergency assistance needs.
Line 18-Prevention of Out of Wedlock Pregnancies - $1,384,369.60 – reimbursement for providing services to teens and pre-teens on sex education or abstinence education and family planning services in an effort to reduce out of wedlock pregnancies.
Line 20c- Child Welfare Services-Additional Child Welfare Services -$3,700,000.00  – reimbursement for salaries and related expenses for staff overseeing program coordination, compliance, and implementation for children at risk of being removed from their homes, children’s legal services, and developing case plans.
Line 22a – Program Management - Administrative Cost – $57,325.28 reimbursement for staff salaries, benefits, staff travel, and collocated costs for staff overseeing program coordination, compliance, and implementation for children at risk of being removed from their homes.
We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award.
",The expenses described are consistent with those that are reasonable for accomplishing the statutory purposes of TANF.,FL Department of Children and Families,ASST_NON_2501FLTANF_7590
05/08/2025,22733310,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CCDM-2025,2510GACCDM,"This request is for funding for expenses due to adjustment needed for the administration and execution of CCDF/CCDBG cluster of programs. The reason for this adjustment is that our spending hierarchy is to spend Mandatory &amp; Match first before using Discretionary when it relates to Direct Services. Adjustments to operating expenses were incurred as of 02-28-25 for: (CCDD25 was the original funding but it should have been subaccount 2510GACCDM for $22,733,310.00)     Childcare Subsidy Payments - Direct Services",Expenditures appear consistent with grant purposes as described by the grantee. ,BRIGHT FROM THE START-GA Dept of Early Care & Learning,ASST_NON_2510GACCDM_7590
05/08/2025,22046285,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CCDF-2025,2510GACCDF,"This request is for funding for expenses due to adjustment needed for the administration and execution of CCDF/CCDBG cluster of programs. The reason for this adjustment is that our spending hierarchy is to spend Mandatory &amp; Match first before using Discretionary when it relates to Direct Services. Adjustments to operating expenses were incurred as of 02-28-25 for: (CCDD25 was the original funding but it should have been subaccount CCDF25 for $22,046,285.00)     Childcare Subsidy Payments - Direct Services",Expenditures appear consistent with grant purposes as described by the grantee. ,BRIGHT FROM THE START-GA Dept of Early Care & Learning,ASST_NON_2510GACCDF_7590
05/06/2025,20933001,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,2025 TANF,2501CTTANF,"
Request federal reimbursement to cover claimed expenditures for the following categories of the ACF 196R Financial Report: 8.a. Child Welfare or Foster Care Services, 8.c. Emergency Services, 16. Supportive Services, 17. Services for Children and Youth, 18. Prevention of Out-of-Wedlock Pregnancies, 19. Fatherhood and Two-Parent Family Formation and Maintenance Programs, 20.a. Family Support/Family Preservation/Reunification Services, 22.a. Program Management Administrative Costs, 22.b. Program Management Assessment/Service Provision. This award is received quarterly and drawn in accordance with our CMIA agreement at 35%/35%/30% each month of the quarter. This is the second month of the quarterly award for the period of 04/01/25 through 06/30/25 drawn at 35%.
",The expenses described are consistent with those that are reasonable for accomplishing the statutory purposes of TANF.,"CT ST DEPT OF SOCIAL SERVICES, OFF OF FINANCIAL MGMT",ASST_NON_2501CTTANF_7590
04/28/2025,19664348,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,2025 TANF,2501NCTANF,Line C Systems ACF 196R TANF report - Grant Period 10/01/24 - 09/30/25 ,"Thank you for the clarification. Confirmed: this request aligns with Line 22c – Systems Expenditures on the ACF-196R for the 10/01/2024–09/30/2025 grant period. The expenses described are consistent with those that are reasonable for accomplishing the statutory purposes of TANF.

",STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,ASST_NON_2501NCTANF_7590
05/09/2025,18772827.23,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CCDD-2025,2502VACCDD,"Child Care and Development Fund:  Child Care Subsidy vendor payments (i.e. child care voucher/certificate payments) for Direct service payments to 2,450+ child care subsidy vendors for 38,000 children that received care from 4/16/25 thru 4/30/25. Families of the children were determined to be eligible for funding through the Child Care Development Fund (CCDF) regulations and Virginia&rsquo;s approved CCDF plan.",Expenditures appear consistent with grant purposes as described by the grantee. ,"Education, Virginia Department Of",ASST_NON_2502VACCDD_7590
04/17/2025,18571656.56,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,LIHEAP-2024,2401MALIEA,For the Rapid Rehousing services of Individuals as part of the State Opiod Response,The expenses described are consistent with the purpose of the LIHEAP program. The expenses as described are generally reasonable for this program.,EXECUTIVE OFFICE OF HOUSING AND LIVABLE COMMUNITIES,ASST_NON_2401MALIEA_7590
04/28/2025,17775567.12,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,2024 TANF,2401OHTANF,This request corresponds to Temporary Assistance for Needy Families (TANF) ACR-196R reporting categories Line 9b-Education &amp; Training; Line 9c-Additional Work Activities; Line 10- Works Supports; Line 11a-Child Care (Assistance &amp; Non-Assistance); Line 17-Services for Children and Youth; Line 19-Fatherhood and Two-Parent Family Formation &amp; Maintenance Programs; Line 20a-Family Support/Family Preservation/Reunification Services; Line 22b- Assessment/Service Provision; and Line 22a-Administrative Costs. This request also covers funds transferred to Social Services Block Grant program reporting categories Line 6-Daycare-Children Treatment and Line31-Administrative Costs.,The expenses described are consistent with those that are reasonable for accomplishing the statutory purposes of TANF.,OH ST DEPARTMENT OF  JOB & FAMILY SERVICES,ASST_NON_2401OHTANF_7590
05/08/2025,17502845.45,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CCDF-2025,2502OHCCDF,Reimbursement of CCDF federal grant subsidy payments/childcare expenditures,Expenditures appear consistent with grant purposes as described by the grantee.,DEPARTMENT OF CHILDREN AND YOUTH SERVICES,ASST_NON_2502OHCCDF_7590
04/14/2025,17431523.27,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,2024 TANF,2401OHTANF,Reimbursement and/or Advance for allowable TANF activities.,The expenses described are consistent with those that are reasonable for accomplishing the statutory purposes of TANF.,OH ST DEPARTMENT OF  JOB & FAMILY SERVICES,ASST_NON_2401OHTANF_7590
05/01/2025,16710798,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,FOSTER-2025,2501NYFOST,"Reimbursement of Spent Funds. Support community-based efforts to develop, operate, expand, and enhance, and coordinate initiatives, programs, and activities to prevent child abuse and neglect and to support the coordination of resources and activities to better strengthen and support families to reduce the likelihood of child abuse and neglect; and (2) Foster understanding, appreciation and knowledge of diverse populations in order to effectively prevent and treat child abuse and neglect.",The expenses appear consistent with the purpose of the title IV-E foster care.  Additional supporting documentation of the expenditures are coordinated by the submission of the CB-496 form.,NY ST OFFICE OF CHILDREN AND FAMILY SERVICES,ASST_NON_2501NYFOST_7590
05/09/2025,16250862,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CCDD-2024,2434CACCDD,Payment of various invoices received for CCDD24&nbsp;controlled by CDSS. Payment due date 05/12/25,Expenditures appear consistent with grant purposes as described by the grantee. ,"SOCIAL SERVICES, CALIFORNIA DEPARTMENT OF",ASST_NON_2434CACCDD_7590
04/14/2025,16242239.48,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CCDD-2024,2434CACCDD,"Please be advised CCDD24 drew funding for claim schedule 034599F in the amount of $16,195,387.00. The full amount matched expenditures received by our Account Payable and is scheduled for warrant release on 04/17/2025. This claim schedule encompasses multiple disbursements of payment for children services. This grant also paid for vouchers totally $46,852.48 for expenditures related to contracts for the grant. This source of funding supports families with low incomes to afford child care and increase the quality of child care for all children. ",Expenditures appear consistent with grant purposes as described by the grantee.  ,"SOCIAL SERVICES, CALIFORNIA DEPARTMENT OF",ASST_NON_2434CACCDD_7590
05/07/2025,16230000,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CCDM-2024,2402VACCDM,"Child Care Mandatory and Matching Funds:  Direct service payments to 2,463 child care subsidy vendors for 37,993 children that received care from 4/1/25 thru 4/15/25.&nbsp; Families of the children were determined to be eligible for funding through the Child Care Development Fund (CCDF) regulations and Virginia&rsquo;s approved CCDF plan.",Expenditures appear consistent with grant purposes as described by the grantee. ,"Education, Virginia Department Of",ASST_NON_2402VACCDM_7590
04/17/2025,15440641.62,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,2025 TANF,2501PATANF,"Pennsylvania Temporary Assistance for Needy Families program. These funds provide non-monetary assistance to support former TANF assistance recipients, or those who are eligible for, but not receiving assistance.&nbsp; Case management services, job retention programs, childcare, and wage subsidies to employers may be provided as on-going support to employed former cash assistance recipients. To provide needy families with non-financial support necessary to secure and retain employment, and to advance in their employment to end their dependence on public assistance.",The expenses described are consistent with those that are reasonable for accomplishing the statutory purposes of TANF.,PA ST DEPARTMENT OF PUBLIC WELFARE,ASST_NON_2501PATANF_7590
04/11/2025,15302511.48,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,ADPTASST-2025,2501INADPT,Reimbursement of Administrative expenses related to the Adoption Assistance Grant - 2501INADPT.,The expenses appear consistent with the purpose of the title IV-E adoption assistance.  Additional supporting documentation of the expenditures are coordinated by the submission of the CB-496 form.,Indiana Department of Child Services,ASST_NON_2501INADPT_7590
05/07/2025,14936529.23,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,FOSTER-2025,2501MIFOST,"Payment is for reimbursement of maintenance, administrative and contract costs posted for the time period 04/30/2025- 05/06/2025. These expenditures were incurred in accordance with the award terms and conditions for FC25.",The expenses appear consistent with the purpose of the title IV-E foster care.  Additional supporting documentation of the expenditures are coordinated by the submission of the CB-496 form.,"HEALTH & HUMAN SERVICES, MICHIGAN DEPARTMENT OF",ASST_NON_2501MIFOST_7590
05/09/2025,14528063.61,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CCDD-2024,2401MDCCDD,"$3.6M - Administrative costs associated with program.  Salary, traiing, travel, and materials.  $7.8M Quality Activity costs which include Office of Licensing and Regional Office costs including salary, travel, and associated costs.  $711K in Infant and Toddler costs including salary, training, and grant awards.   $2M in Systems costs including Contract payments and Licensing Costs.  $326K for Certificate Program  Costs for running program including salary, training, and materials.  $918.50 for Resource and Referral Services.",Expenditures appear consistent with grant purposes as described by the grantee. ,"EDUCATION, MARYLAND DEPARTMENT OF",ASST_NON_2401MDCCDD_7590
04/14/2025,14272625,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,2024 TANF,2401NYTANF,Reimbursement of Spent Funds. To help certain families with low incomes access child care and to improve the quality of child care for all children.,The expenses described are consistent with those that are reasonable for accomplishing the statutory purposes of TANF.,NYS Office of Temporary and Disability Assistance,ASST_NON_2401NYTANF_7590
05/02/2025,14200222.75,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,FOSTER-2025,2502OHFOST,Reimbursement for Foster Care federal grant administrative and monthly SACWIS expenditures,The title IV-E foster care program is operated under an approved title IV-E plan.  Additional supporting documentation of the expenditures are coordinated by the submission of the CB-496 form. ,DEPARTMENT OF CHILDREN AND YOUTH SERVICES,ASST_NON_2502OHFOST_7590
05/09/2025,13867330.51,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,SSBG-2025,2501TXSOSR,"Expenditures are submitted in alignment with the federally approved budget or state plan for applicable Federal Award Identification Number and comply with all requirements listed in 2 CFR 200 Subpart E &ndash; Cost Principles.&nbsp;TWC Funds drawn are &nbsp;to provide services aiming at preventing dependency, promoting self-sufficiency, preventing abuse and neglect, and securing appropriate institutional care when necessary; Subrecipient Grant Payments = $771,180.73`",The expenses described are consistent with the purpose of the program. The expenses as described are generally reasonable for this program.,HEALTH & HUMAN SVC COMMN TX,ASST_NON_2501TXSOSR_7590
05/07/2025,13424602.9,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,ADPTASST-2025,2501MIADPT,"Payment is for reimbursement of maintenance, administrative and contract costs posted for the time period 04/30/2025- 05/06/2025. These expenditures were incurred in accordance with the award terms and conditions for AA25.",The expenses appear consistent with the purpose of the title IV-E adoption assistance.  Additional supporting documentation of the expenditures are coordinated by the submission of the CB-496 form.,"HEALTH & HUMAN SERVICES, MICHIGAN DEPARTMENT OF",ASST_NON_2501MIADPT_7590
04/21/2025,12703850.85,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CCDD-2025,2502MICCDD,"These are reimbursements on a weekly basis for daycare invoices submitted for those getting childcare assistance.  They are verified and paid directly to licensed childcare providers.  

These are the same payments every single Friday. ",Expenditures appear consistent with grant purposes as described by the grantee.  ,STATE OF MICHIGAN,ASST_NON_2502MICCDD_7590
05/02/2025,12631485.95,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CCDD-2025,2502MICCDD,These are weekly payments made to licensed child care providers for service charges they incurred from caring for qualifying children.,Expenditures appear consistent with grant purposes as described by the grantee.  ,STATE OF MICHIGAN,ASST_NON_2502MICCDD_7590
04/10/2025,12547342.05,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,ADPTASST-2025,2501TXADPT,Eligible expenses,The expenses appear consistent with the purpose of the title IV-E adoption assistance.  Additional supporting documentation of the expenditures are coordinated by the submission of the CB-496 form.,TX DEPART OF PROTECTIVE & REGULATORY SERVICES,ASST_NON_2501TXADPT_7590
05/05/2025,12165187.23,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,ADPTASST-2025,2503AZADPT,Programmatic Child Welfare Disbursements,The expenses appear consistent with the purpose of the title IV-E adoption assistance.  Additional supporting documentation of the expenditures are coordinated by the submission of the CB-496 form.,"CHILD SAFETY, ARIZONA DEPARTMENT OF",ASST_NON_2503AZADPT_7590
04/14/2025,11605338,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,ADPTASST-2025,2501ILADPT,These funds are used to subsidize adoption costs for the adoption of children with special needs who can not be reunited with their families and who meet certain eligibility tests.  These funds are used to contract with licensed agencies to assist with the adoption and for payments to adoptive parents used to help raise the children.,The expenses appear consistent with the purpose of the title IV-E adoption assistance.  Additional supporting documentation of the expenditures are coordinated by the submission of the CB-496 form.,IL ST DEPARTMENT OF CHILDREN & FAMILY SERVICES,ASST_NON_2501ILADPT_7590
04/23/2025,11563233,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,Not available,,"This payment request was for the Florida Child Support Program’s quarterly estimated incentives earned pursuant to the Child Support Performance and Incentive Act of 1998 (42 USC 658a.)  
As incentives are earned based on performance, the amount was determined by multiplying the annual estimate by 25%.  The annual estimate was determined by applying all states’ FFY 2023 performance (unaudited) with Florida’s cost effectiveness measure adjusted downward to the FFY 2025 incentive payment pool.  Pursuant to paragraph (d) of 42 USC 658a “The Secretary shall make the payments for the fiscal year, on a quarterly basis (with each quarterly payment being made no later than the beginning of the quarter involved), in the amounts so estimated …”
The funds will be expended on upgrading the state’s federally mandated Child Support Enforcement System consistent with the approved FY 2025 AAPDU as well as other contractual services to carry out the Title IV-D state plan.
If you have questions or require additional information please contact Christopher Ellis at chris.ellis@floridarevenue.com.   
","The expenses described appear to be reasonable and consistent with the purpose of the Child Support Program.  				
",FL ST DEPARTMENT OF REVENUE,
04/17/2025,11139489.94,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CCDD-2023,2301TXCCDD,"To provide funding to subrecipients who are administering the Child Care Services program, which is subsidizing the cost of child care for approximately 148,000 children per day, so their parents can work and/or attend education/training. To provide funding for the regulation of child care programs to ensure the health and safety of all children in care. To providing funding to improve the quality of child care, including administering the state&rsquo;s quality rating and improvement system (QRIS), Texas Rising Star, supporting school-readiness.  To cover salary, benefits and other operating expenses for TWC to administer the Child Care Services program consistent with CCDF requirements.",Expenditures appear consistent with grant purposes as described by the grantee.  ,STATE OF TEXAS WORKFORCE COMMISSION,ASST_NON_2301TXCCDD_7590
05/08/2025,11043206.28,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CCDD-2024,2401LACCDD,"These purchases ensure the CCDF effectively supports children, families, and providers, enhancing access to quality care and promoting a sustainable childcare by providing funding to offer the flexibility to address specific needs, such as funding professional development for providers, curriculum enhancements, and parent support services.",Expenditures appear consistent with grant purposes as described by the grantee. ,"LA ST DEPARTMENT OF EDUCATION, BUREAU OF ACCOUNTING",ASST_NON_2401LACCDD_7590
05/01/2025,10923266,HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,2025 TANF,2501GATANF,"This draw request is for subaccount TANF25 the FFY 2025 Temporary Assistance for Needy Families Award. The draw request is necessary so that the Georgia Department of Human Services can continue providing monthly cash assistance payments to low-income families with children, as well as provide services that address the program's four broad purposes. This draw request is for TANF activities or EBT transactions that are allowable and within the period of availability. This cash draw request is for Line 6a, 6b,7a for April 2025 direct benefit payments for children in the counties/regions.

",The expenses described are consistent with those that are reasonable for accomplishing the statutory purposes of TANF.,"HUMAN SERVICES, GEORGIA DEPARTMENT OF",ASST_NON_2501GATANF_7590
