payment_date,payment_amt,agency_name,award_description,fain,recipient_justification,agency_lead_justification,org_name,generated_unique_award_id
05/01/2025,525988.4,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"Our reimbursement request is for expenses in the following categories:

Salaries for 34 Medicaid Navigator staff		$131,994
Fringe benefits for 34 Medicaid Navigator staff	$  47,518
Total personnel					$179,512

Supplies						$  10,804
Travel							$    4,956
Other (law library, insurance)			$  21,437
Contractual (subrecipients)				$289,143
Total direct costs 					$505,852
Indirect costs (de minimis 10% of MTDC)		$  20,136
Total reimbursement request 			$525,988

The request submitted here was used for the following activities to help the most vulnerable US citizens access critical, life-saving health services. The numbers included below are citizens we served:
1.	Addressing general inquiries about health insurance options: 10723
2.	Understanding basic concepts and rights related to health coverage and how to use it:
1.	Health insurance literacy: 330
2.	Locating providers: 130
3.	Billing and payment questions: 185
4.	Evaluating health care options using tools and information available through a consumer's health plan: 220
5.	Accessing preventative health services: 154
3.	Marketplace Application Assessment and Preparation
1.	Healthcare.gov Account Creation or Troubleshooting: 227
2.	Marketplace Eligibility Assessment and Results Review: 240
3.	Marketplace Plan Compare: 167
4.	Marketplace Application Submission and Enrollment (Re-enrollment)
1.	Electronic QHP Enrollment using Healthcare.gov: 294
2.	Telephonic QHP Enrollment using Marketplace Call Center: 10
5.	Medicaid/CHIP applications or referrals: 208
6.	Complex Cases and Other Marketplace Enrollment Issues
1.	Complex Case Help Center Assistance and Referrals: 36
2.	Data matching issues/Periodic data matching issues assistance: 25
3.	SEP eligibility troubleshooting assistance: 200
4.	Employer-sponsored coverage issues assistance: 15
5.	APTC/CSR assistance: 142
6.	Other: 16
7.	Answering questions about and/or making referrals to:
1.	Agent/broker: 3
2.	Issuer: 36
3.	Medicare: 23
4.	Other consumer assistance/health insurance program: 123
5.	State departments of insurance: 9
8.	Forms, Exemptions and Appeals:
1.	Marketplace tax forms (1095-A): 145
2.	Filing Marketplace exemptions: 1
3.	Submitting Marketplace or insurance coverage appeals: 16
9.	Examples of best practices this month in each of the categories:
a.	* Successful and creative outreach and education tactics
i.	This month navigators tabled at a free, volunteer-supported tax preparation clinic. Navigators provided information about navigator services as well as answer any questions about applying for health coverage.
ii.	Navigator attended multiple outreach events in rural western NC, and shared information on Navigator services and affordable health insurance to attendees.
b.	* Collaboration with others in the community, including partnering organizations, local businesses, etc
i.	This month Navigators worked with the NC Harm Reduction Coalition to table at their resource fair.
ii.	Navigators facilitated new partnerships with local Chambers of Commerce in rural NC to provide information on Marketplace coverage.
iii.	Navigators continued fostering relationships with local churches to ensure Marketplace information was distributed to congregants.
c.	* Providing targeted assistance to priority populations
i.	Navigators worked with rural individuals through community and technical colleges this month, and were able to assist with outreach, education, and enrollment services.
ii.	Navigators worked with populations impacted by Helene by partnering with organizations who are providing donations such as bedding, clothing, cleaning supplies, personal hygiene supplies.
","CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.",Legal Aid of North Carolina,
05/01/2025,520261.97,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MEDICARE ENTITLEMENT FOR COLORADO - FY 2025 - AWARD PAYMENT FOR APPROVED FEDERAL SURVEY AND CERTIFICATION ACTIVITY FOR BOTH THE MEDICARE AND MEDICAID PROGRAMS,2505CO5000,"AWARD #: 2505CO5000 BUDGET PERIOD: 10/01/2024 - 09/30/2025 Total Indirect Costs $16,360.43 Medicare DPS $3,373.31 Medicare HOME $20,276.01 Medicare MDS $783.20 Medicare Oasis $2,352.60 Medicare Operating $15,686.49 Medicare Personal Services $295,683.97 Operating $26,982.96 Medicare N-LTC DPS $4,058.00 Medicare Nurse Aides $134,705.00","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.","PUBLIC HEALTH AND ENVIRONMENT, COLORADO DEPARTMENT OF",ASST_NON_2505CO5000_7530
04/24/2025,510479.32,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,PREXP documents are to pay Medicaid personnel which do work related to the Money Follows the Person Grant ITA2 documents are to pay Alabama Department of Senior Services Skilled Medical Professional personnel and a Transition Coordinator that are paid for by the Money Follows the Person Grant. PRC documents are to pay for Myers and Stauffer personnel to reconcile the Money Follows the Person Grant.,"CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS Costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.",ALABAMA MEDICAID AGENCY,
05/08/2025,477483.82,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MEDICARE ENTITLEMENT FOR ILLINOIS - FY 2025 - AWARD PAYMENT FOR APPROVED FEDERAL SURVEY AND CERTIFICATION ACTIVITY FOR BOTH THE MEDICARE AND MEDICAID PROGRAMS,2505IL5000,Grant #2505IL5000. Budget period 10/1/24-9/30/25; indirect costs reimbursement based on approved federal negotiated rate agreement,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222",IL  ST  DEPT OF PUBLIC HEALTH,ASST_NON_2505IL5000_7530
05/02/2025,436704.04,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"The payroll amount was $214,900.04 and the indirect costs were $221,804","CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS Costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.
 ","CT ST DEPT OF SOCIAL SERVICES, OFF OF FINANCIAL MGMT",
04/29/2025,424607.06,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"Request for reimbursement of expenditures of $422,869.33 and $1,737.73 for Services and Supplemental Services budgeted under category Services - Other.","CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS Costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.","Health Care Finance Admin, Bureau of TennCare",
04/25/2025,413697.01,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"$4,721.96, 24/25 Fiscal Year, Subrecipient_SHARE HOUSING,  Reimbursement for approved salaries, supplies, and travel for Areas Agencies on Aging (AAA) who administer the  SHARE (Shared Housing and Resource Exchange) statewide for affordable housing options for seniors and seniors with disabilities. 

$5,924.25, 24/25 Fiscal Year, Subrecipient_SHARE HOUSING,  Reimbursement for approved  salaries for Areas Agencies on Aging (AAA) who administer the  SHARE (Shared Housing and Resource Exchange) statewide for affordable housing options for seniors and seniors with disabilities. 

$305,539.00, 24/25 Fiscal Year, Subrecipient_START MODEL,  Reimbursement for approved activites and staff needed to provide crisis intervention and response services to individuals with intellectual disabilities and autism who present with complex behavioral and mental health needs, and to their families and others in the community who provide support.

$2,377.13, 24/25 Fiscal Year, Personnel_MFP Staff, Reimbursement for approved and completed activities of staff who administer various components of the  MFP program. 

$15,978.77, 24/25 Fiscal Year, Contract_Clinical Consultants, Reimbursement for approved and completed activities of Clinical Consultants, with expertise in the needs of children with intellectual disability and/or autism who have complex needs who address the coordination and support needs of individuals across the life spectrum and support the planning activities for individual youth when they transition to the community.

$12,600.00, 24/25 Fiscal Year, Contract_Medical Economists, Reimbursement for approved and completed activities by medical economist who compile various sets of claims data in health care utilization and incident management for individuals with developmental and intellectual disabilities.   

$12,600.00, 24/25 Fiscal Year, Contract_Medical Economists, Reimbursement for approved and completed activities by medical economist to compile various sets of claims data in health care utilization and incident management for individuals with developmental and intellectual disabilities.   

$23,811.64, 24/25 Fiscal Year, Personnel_MFP Staff, Reimbursement for approved and completed activities of staff who administer various components of the  MFP program. 

$30,144.26, 24/25 Fiscal Year, Personnel_MFP Staff, Reimbursement for approved and completed activities of staff who administer various components of the  MFP program. 
","CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS Costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.
",PA ST DEPARTMENT OF PUBLIC WELFARE,
04/24/2025,408781,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MEDICARE ENTITLEMENT FOR WASHINGTON SOCIAL - FY 2025 - AWARD PAYMENT FOR APPROVED FEDERAL SURVEY AND CERTIFICATION ACTIVITY FOR BOTH THE MEDICARE AND MEDICAID PROGRAMS,2505WA5000,Reimbursement of services and administrative costs in alignment with Notice of Awards and Public Assistance Cost Allocation Plan,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222",WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,ASST_NON_2505WA5000_7530
04/24/2025,408781,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MEDICARE ENTITLEMENT FOR WASHINGTON SOCIAL - FY 2025 - AWARD PAYMENT FOR APPROVED FEDERAL SURVEY AND CERTIFICATION ACTIVITY FOR BOTH THE MEDICARE AND MEDICAID PROGRAMS,2505WA5000,Reimbursement of services and administrative costs in alignment with Notice of Awards and Public Assistance Cost Allocation Plan,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222",WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,ASST_NON_2505WA5000_7530
04/22/2025,392000,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MEDICARE ENTITLEMENT FOR NEW JERSEY - FY 2025 - AWARD PAYMENT FOR APPROVED FEDERAL SURVEY AND CERTIFICATION ACTIVITY FOR BOTH THE MEDICARE AND MEDICAID PROGRAMS,2505NJ5000,Expenditures for Public Health Award,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222",NJ ST DEPARTMENT OF HEALTH AND SENIOR SERVICES,ASST_NON_2505NJ5000_7530
05/05/2025,367836.38,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MEDICARE ENTITLEMENT FOR KENTUCKY - FY 2025 - AWARD PAYMENT FOR APPROVED FEDERAL SURVEY AND CERTIFICATION ACTIVITY FOR BOTH THE MEDICARE AND MEDICAID PROGRAMS,2505KY5000,This is a reimbursement request for already expended funds for qualified grant expenses per the federal award issued to CHFS. All expenses occurred within the allowable grant period on the Notice of Award. 126206.01 Salary; 86306.38 Fringe; 280.65 Personnel Costs; 1152 Nonprofessional Service Contracts; 3243.12 Travel ; 126237.60 Indirect Personnel Costs; 24410.62 Indirect Operating Costs.,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222",KY ST CABINET FOR HEALTH AND FAMILY SERVICES,ASST_NON_2505KY5000_7530
04/30/2025,355228.76,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MEDICARE ENTITLEMENT FOR VIRGINIA - FY 2025 - AWARD PAYMENT FOR APPROVED FEDERAL SURVEY AND CERTIFICATION ACTIVITY FOR BOTH THE MEDICARE AND MEDICAID PROGRAMS,2505VA5000,"Costs Associated with 2505VA5000-25S&amp;CTITLE18MEDICARE-Title XVIII: Benefits, Personnel, Travel, Contractual","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222",VA ST DEPARTMENT OF HEALTH,ASST_NON_2505VA5000_7530
05/02/2025,352218.97,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MEDICARE ENTITLEMENT FOR MASSACHUSETTS - FY 2025 - AWARD PAYMENT FOR APPROVED FEDERAL SURVEY AND CERTIFICATION ACTIVITY FOR BOTH THE MEDICARE AND MEDICAID PROGRAMS,2505MA5000,"These expenditures were paid during the payment cycle from 4/18/2025 through 04/24/2025 for Grant ID 2405MA5000.  Reimbursement for payroll salaries, fringe, indirect, travel expenses and contractual obligations for Title 18 Expenses on the CMS Grant.  We certify that these costs are easonable, necessary, allocable and allowable in accordance with the award terms and conditions","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",MA ST DEPARTMENT OF PUBLIC HEALTH,ASST_NON_2505MA5000_7530
05/09/2025,350000,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,"MEDICARE ENTITLEMENT FOR MAINE - FY 2023 - SURVEY AND CERTIFICATION IS A CMS ADMINISTERED PROGRAM THAT PROVIDES MEDICARE AND MEDICAID FUNDING TO STATE SURVEY AGENCIES TO ENSURE HEALTHCARE PROVIDERS ACROSS THE NATION MEET APPLICABLE QUALITY STANDARDS THROUGH ONSITE, OBJECTIVE, AND OUTCOME-BASED VERIFICATION ACTIVITIES CARRIED OUT BY KNOWLEDGEABLE AND TRAINED INDIVIDUALS.",2305ME5000,"Mainly contracted services, payroll and/or direct benefit payments through direct bill or subrecipients for services to improve quality, equity and outcomes in the health care system. We certify that all costs claimed for reimbursement are allowable, allocable, reasonable, and necessary, in accordance with the statutory authority this grant is bound by.","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222","HEALTH AND HUMAN SERVICES, MAINE DEPARTMENT OF",ASST_NON_2305ME5000_7530
05/09/2025,350000,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,"MEDICARE ENTITLEMENT FOR ILLINOIS - FY 2023 - SURVEY AND CERTIFICATION IS A CMS ADMINISTERED PROGRAM THAT PROVIDES MEDICARE AND MEDICAID FUNDING TO STATE SURVEY AGENCIES TO ENSURE HEALTHCARE PROVIDERS ACROSS THE NATION MEET APPLICABLE QUALITY STANDARDS THROUGH ONSITE, OBJECTIVE, AND OUTCOME-BASED VERIFICATION ACTIVITIES CARRIED OUT BY KNOWLEDGEABLE AND TRAINED INDIVIDUALS.",2305IL5000,Grant #2305IL5000. Budget period 10/1/22-9/30/23; Illinois FY2023 T18 closeout HHS-640T.,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222",IL  ST  DEPT OF PUBLIC HEALTH,ASST_NON_2305IL5000_7530
05/09/2025,350000,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,"MEDICARE ENTITLEMENT FOR NEW JERSEY - FY 2023 - SURVEY AND CERTIFICATION IS A CMS ADMINISTERED PROGRAM THAT PROVIDES MEDICARE AND MEDICAID FUNDING TO STATE SURVEY AGENCIES TO ENSURE HEALTHCARE PROVIDERS ACROSS THE NATION MEET APPLICABLE QUALITY STANDARDS THROUGH ONSITE, OBJECTIVE, AND OUTCOME-BASED VERIFICATION ACTIVITIES CARRIED OUT BY KNOWLEDGEABLE AND TRAINED INDIVIDUALS.",2305NJ5000,"All funding in this request reflects award expenditures that are allowable, allocable, reasonable, necessary, and treated consistently according to all goals and objectives outlined and approved in all budgets and work plans through 05-08-2025.","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222",NJ ST DEPARTMENT OF HEALTH AND SENIOR SERVICES,ASST_NON_2305NJ5000_7530
05/09/2025,350000,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,"MEDICARE ENTITLEMENT FOR LOUISIANA - FY 2023 - SURVEY AND CERTIFICATION IS A CMS ADMINISTERED PROGRAM THAT PROVIDES MEDICARE AND MEDICAID FUNDING TO STATE SURVEY AGENCIES TO ENSURE HEALTHCARE PROVIDERS ACROSS THE NATION MEET APPLICABLE QUALITY STANDARDS THROUGH ONSITE, OBJECTIVE, AND OUTCOME-BASED VERIFICATION ACTIVITIES CARRIED OUT BY KNOWLEDGEABLE AND TRAINED INDIVIDUALS.",2305LA5000,Funding for Survey &amp; Certification activities of Medicare participating facilities.,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222","HEALTH, LOUISIANA DEPARTMENT OF",ASST_NON_2305LA5000_7530
05/08/2025,349571,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,"MEDICARE ENTITLEMENT FOR MISSISSIPPI - FY 2023 - SURVEY AND CERTIFICATION IS A CMS ADMINISTERED PROGRAM THAT PROVIDES MEDICARE AND MEDICAID FUNDING TO STATE SURVEY AGENCIES TO ENSURE HEALTHCARE PROVIDERS ACROSS THE NATION MEET APPLICABLE QUALITY STANDARDS THROUGH ONSITE, OBJECTIVE, AND OUTCOME-BASED VERIFICATION ACTIVITIES CARRIED OUT BY KNOWLEDGEABLE AND TRAINED INDIVIDUALS.",2305MS5000,See attached.,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222",MS ST DEPARTMENT OF HEALTH,ASST_NON_2305MS5000_7530
05/06/2025,348034.68,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MEDICARE ENTITLEMENT FOR NEW YORK - FY 2025 - AWARD PAYMENT FOR APPROVED FEDERAL SURVEY AND CERTIFICATION ACTIVITY FOR BOTH THE MEDICARE AND MEDICAID PROGRAMS,2505NY5000,Reimbursement of Spent Funds. To provide financial assistance to any State which is able and willing to determine through its State health agency or other appropriate State agency that providers and suppliers of health care services are in compliance with Federal regulatory health and safety standards and conditions of participation.,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",NY ST DEPT OF HEALTH,ASST_NON_2505NY5000_7530
05/01/2025,316652.81,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MEDICARE ENTITLEMENT FOR MASSACHUSETTS - FY 2025 - AWARD PAYMENT FOR APPROVED FEDERAL SURVEY AND CERTIFICATION ACTIVITY FOR BOTH THE MEDICARE AND MEDICAID PROGRAMS,2505MA5000,Reimbursement of payroll and/or services and/or supplies expenses for the program,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222",MA ST DEPARTMENT OF PUBLIC HEALTH,ASST_NON_2505MA5000_7530
04/29/2025,312972.39,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"Grant # MFP300140A. Budget period 10/1/24-9/30/25; Contractor OPAD Media- $119,345.39, Contractor Public Consulting Group - $193,627.","CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS Costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.",NY ST DEPT OF HEALTH,
